frame,id,team,jersey,x_center,y_center,dist_to_ball,nearest_ids,nearest_dists
64,215,other,,356.56,209.49,,"[32, 253, 223]","[21.06, 28.22, 49.42]"
64,214,other,,414.07,237.56,,"[124, 179, 89]","[43.28, 50.2, 51.35]"
64,190,black,,465.89,282.38,,"[101, 124, 179]","[31.44, 48.86, 59.95]"
64,185,other,,263.17,196.95,,"[16, 218, 223]","[22.22, 37.69, 55.19]"
64,179,black,,406.13,287.13,,"[89, 214, 110]","[40.71, 50.2, 50.66]"
64,167,green,,321.68,143.73,,"[16, 215, 218]","[58.94, 74.44, 77.99]"
64,160,green,,399.65,172.91,,"[253, 140, 215]","[29.15, 38.84, 56.51]"
64,158,other,,332.58,267.17,,"[67, 89, 19]","[35.0, 38.76, 39.53]"
64,156,black,,574.88,336.76,,"[18, 33, 31]","[51.53, 63.07, 63.47]"
64,140,other,,436.38,185.53,,"[236, 160, 124]","[34.54, 38.84, 53.04]"
64,135,other,,291.1,335.73,,"[19, 67, 158]","[41.83, 69.78, 80.13]"
64,124,black,,457.22,234.3,,"[236, 214, 190]","[33.61, 43.28, 48.86]"
64,110,green,,387.62,334.29,,"[179, 89, 19]","[50.66, 70.2, 75.45]"
64,101,black,,495.73,272.46,,"[190, 124, 18]","[31.44, 54.21, 55.0]"
64,89,other,,371.32,266.01,,"[32, 158, 179]","[37.37, 38.76, 40.71]"
64,67,other,,297.59,266.25,,"[158, 223, 19]","[35.0, 42.02, 43.23]"
64,33,green,,512.03,342.02,,"[31, 18, 156]","[1.55, 28.56, 63.07]"
64,32,other,,362.48,229.7,,"[215, 89, 253]","[21.06, 37.37, 39.07]"
64,31,referee,,511.77,343.55,,"[33, 18, 156]","[1.55, 30.0, 63.47]"
64,19,other,,318.47,304.1,,"[158, 135, 67]","[39.53, 41.83, 43.23]"
64,18,black,,527.0,317.7,,"[33, 31, 156]","[28.56, 30.0, 51.53]"
64,16,green,,273.07,177.06,,"[185, 218, 167]","[22.22, 45.63, 58.94]"
65,254,green,,119.18,147.33,,"[16, 218, 167]","[155.0, 188.7, 201.07]"
65,253,other,,381.01,194.83,,"[215, 160, 32]","[26.73, 28.06, 39.45]"
65,236,other,,463.6,202.17,,"[124, 140, 214]","[32.93, 33.14, 60.69]"
65,223,black,,308.76,226.69,,"[218, 67, 158]","[17.22, 41.45, 45.66]"
65,218,other,,294.57,216.93,,"[223, 16, 67]","[17.22, 46.05, 48.66]"
65,215,other,,358.04,208.51,,"[32, 253, 223]","[20.93, 26.73, 52.53]"
65,214,other,,412.64,235.12,,"[124, 253, 32]","[43.65, 51.23, 51.44]"
65,190,black,,464.2,283.11,,"[101, 124, 179]","[31.84, 49.47, 60.62]"
65,179,black,,403.71,287.21,,"[89, 110, 214]","[40.82, 50.24, 52.84]"
65,167,green,,320.23,144.5,,"[16, 215, 218]","[58.88, 74.35, 76.84]"
65,160,green,,398.77,173.11,,"[253, 140, 215]","[28.06, 38.32, 53.97]"
65,158,other,,330.49,266.84,,"[67, 89, 19]","[36.07, 38.26, 39.4]"
65,156,black,,574.53,337.02,,"[18, 54, 33]","[51.94, 55.03, 63.31]"
65,140,other,,435.15,185.17,,"[236, 160, 124]","[33.14, 38.32, 53.46]"
65,135,other,,288.63,335.47,,"[19, 67, 158]","[42.41, 70.13, 80.39]"
65,124,black,,456.28,234.27,,"[236, 214, 190]","[32.93, 43.65, 49.47]"
65,110,green,,387.05,334.6,,"[179, 89, 19]","[50.24, 70.87, 76.68]"
65,101,black,,494.27,272.65,,"[190, 124, 18]","[31.84, 54.0, 55.23]"
65,89,green,,368.75,266.14,,"[32, 158, 179]","[37.69, 38.26, 40.82]"
65,67,other,,294.44,265.59,,"[158, 223, 19]","[36.07, 41.45, 44.28]"
65,54,black,,521.34,351.14,,"[31, 33, 18]","[12.02, 13.37, 33.9]"
65,33,green,,511.43,342.16,,"[31, 54, 18]","[1.95, 13.37, 28.72]"
65,32,other,,361.55,229.15,,"[215, 89, 253]","[20.93, 37.69, 39.45]"
65,31,referee,,511.6,344.1,,"[33, 54, 18]","[1.95, 12.02, 30.31]"
65,19,other,,316.84,303.79,,"[158, 135, 67]","[39.4, 42.41, 44.28]"
65,18,black,,526.35,317.61,,"[33, 31, 54]","[28.72, 30.31, 33.9]"
65,16,green,,271.27,177.21,,"[218, 167, 223]","[46.05, 58.88, 62.08]"
66,253,other,,380.19,194.13,,"[215, 160, 32]","[27.25, 27.49, 40.13]"
66,236,other,,460.41,202.25,,"[124, 140, 214]","[31.42, 31.98, 59.28]"
66,232,other,,258.81,196.7,,"[16, 218, 223]","[21.73, 38.81, 56.64]"
66,223,black,,307.0,226.46,,"[218, 67, 158]","[18.71, 42.14, 46.8]"
66,219,other,,406.98,237.5,,"[214, 32, 124]","[4.74, 48.04, 48.28]"
66,218,other,,294.06,212.94,,"[223, 232, 16]","[18.71, 38.81, 43.18]"
66,215,other,,358.88,211.11,,"[32, 253, 223]","[17.59, 27.25, 54.1]"
66,214,other,,411.06,235.1,,"[219, 124, 253]","[4.74, 44.05, 51.3]"
66,190,black,,462.45,283.57,,"[101, 124, 179]","[32.54, 50.9, 60.72]"
66,179,black,,401.82,286.8,,"[89, 219, 110]","[41.97, 49.57, 50.65]"
66,167,green,,318.79,144.0,,"[16, 218, 215]","[59.9, 73.24, 78.17]"
66,160,green,,397.74,172.98,,"[253, 140, 215]","[27.49, 37.82, 54.45]"
66,158,other,,327.65,268.46,,"[67, 19, 89]","[36.34, 37.81, 37.93]"
66,156,black,,574.1,337.35,,"[18, 54, 31]","[52.23, 54.51, 62.86]"
66,140,other,,433.73,184.62,,"[236, 160, 124]","[31.98, 37.82, 53.08]"
66,135,other,,285.74,337.1,,"[19, 67, 158]","[44.0, 71.71, 80.43]"
66,124,black,,455.07,233.22,,"[236, 214, 219]","[31.42, 44.05, 48.28]"
66,110,green,,386.23,334.99,,"[179, 89, 19]","[50.65, 72.24, 77.97]"
66,101,black,,493.11,272.68,,"[190, 124, 18]","[32.54, 54.82, 55.8]"
66,89,green,,365.49,265.79,,"[32, 158, 179]","[37.56, 37.93, 41.97]"
66,67,other,,291.43,265.62,,"[158, 223, 19]","[36.34, 42.14, 44.86]"
66,54,other,,521.12,350.18,,"[31, 33, 18]","[10.91, 12.71, 32.39]"
66,33,green,,511.05,342.43,,"[31, 54, 18]","[2.37, 12.71, 28.33]"
66,32,other,,359.76,228.68,,"[215, 89, 253]","[17.59, 37.56, 40.13]"
66,31,referee,,511.68,344.71,,"[33, 54, 18]","[2.37, 10.91, 30.02]"
66,19,other,,314.7,303.98,,"[158, 135, 67]","[37.81, 44.0, 44.86]"
66,18,black,,525.55,318.09,,"[33, 31, 54]","[28.33, 30.02, 32.39]"
66,16,green,,269.22,177.63,,"[232, 218, 167]","[21.73, 43.18, 59.9]"
67,253,other,,379.58,193.03,,"[215, 160, 32]","[24.45, 26.17, 40.74]"
67,236,other,,456.94,203.34,,"[124, 140, 219]","[29.89, 31.19, 59.69]"
67,232,other,,257.74,194.87,,"[16, 218, 223]","[19.58, 40.59, 57.06]"
67,223,black,,305.13,226.66,,"[218, 67, 158]","[18.46, 41.52, 45.57]"
67,219,other,,408.0,237.52,,"[124, 179, 32]","[45.89, 49.63, 50.74]"
67,218,other,,294.84,211.33,,"[223, 232, 16]","[18.46, 40.59, 43.47]"
67,215,other,,360.53,208.34,,"[32, 253, 160]","[19.51, 24.45, 50.37]"
67,190,black,,460.83,283.67,,"[101, 124, 179]","[33.0, 51.12, 61.33]"
67,179,black,,399.56,286.43,,"[219, 110, 190]","[49.63, 51.23, 61.33]"
67,167,green,,317.53,143.96,,"[16, 218, 215]","[60.59, 71.09, 77.43]"
67,160,green,,396.33,172.92,,"[253, 140, 215]","[26.17, 37.6, 50.37]"
67,158,other,,325.22,267.57,,"[67, 19, 223]","[37.11, 37.77, 45.57]"
67,156,black,,573.71,337.47,,"[18, 54, 31]","[52.47, 54.1, 62.6]"
67,140,green,,432.12,184.44,,"[236, 160, 124]","[31.19, 37.6, 53.17]"
67,135,other,,283.28,337.76,,"[19, 67, 158]","[45.56, 73.34, 81.77]"
67,124,black,,453.68,233.05,,"[236, 219, 190]","[29.89, 45.89, 51.12]"
67,110,green,,385.59,335.72,,"[179, 19, 158]","[51.23, 79.33, 91.04]"
67,101,black,,492.07,273.05,,"[190, 124, 18]","[33.0, 55.44, 55.85]"
67,67,other,,288.23,264.59,,"[158, 223, 19]","[37.11, 41.52, 46.09]"
67,54,other,,521.0,349.69,,"[31, 33, 18]","[10.38, 12.13, 31.67]"
67,33,green,,510.45,343.69,,"[31, 54, 18]","[1.97, 12.13, 29.24]"
67,32,other,,358.22,227.71,,"[215, 253, 219]","[19.51, 40.74, 50.74]"
67,31,referee,,511.6,345.29,,"[33, 54, 18]","[1.97, 10.38, 30.13]"
67,19,other,,313.16,303.36,,"[158, 135, 67]","[37.77, 45.56, 46.09]"
67,18,black,,524.88,318.25,,"[33, 31, 54]","[29.24, 30.13, 31.67]"
67,16,green,,267.24,177.75,,"[232, 218, 167]","[19.58, 43.47, 60.59]"
68,258,black,,296.5,291.5,,"[19, 67, 158]","[19.15, 29.69, 36.81]"
68,253,other,,379.37,193.1,,"[215, 160, 32]","[23.05, 25.8, 41.2]"
68,236,green,,452.47,203.81,,"[124, 140, 219]","[27.43, 29.43, 57.16]"
68,232,other,,257.68,195.65,,"[16, 218, 223]","[18.99, 42.89, 55.6]"
68,223,black,,303.04,227.81,,"[218, 67, 158]","[15.38, 40.35, 43.31]"
68,219,black,,406.44,237.69,,"[124, 179, 32]","[46.56, 49.29, 50.53]"
68,218,green,,296.5,213.89,,"[223, 232, 16]","[15.38, 42.89, 47.37]"
68,215,other,,361.25,207.34,,"[32, 253, 160]","[20.75, 23.05, 48.57]"
68,190,black,,459.31,283.73,,"[101, 124, 179]","[33.7, 52.93, 60.83]"
68,180,referee,,515.85,346.6,,"[31, 33, 54]","[2.81, 4.72, 5.83]"
68,179,black,,398.53,286.34,,"[78, 219, 110]","[45.66, 49.29, 51.6]"
68,167,green,,316.58,143.79,,"[16, 218, 215]","[61.79, 72.92, 77.68]"
68,160,green,,395.77,173.18,,"[253, 140, 215]","[25.8, 36.36, 48.57]"
68,158,other,,323.19,266.15,,"[78, 258, 67]","[36.36, 36.81, 38.0]"
68,156,black,,572.96,337.36,,"[18, 54, 180]","[51.96, 53.34, 57.86]"
68,140,other,,430.36,184.39,,"[236, 160, 253]","[29.43, 36.36, 51.72]"
68,135,other,,280.57,338.23,,"[19, 258, 67]","[46.18, 49.36, 74.34]"
68,124,black,,452.55,231.23,,"[236, 219, 140]","[27.43, 46.56, 51.84]"
68,110,green,,385.36,336.23,,"[179, 78, 19]","[51.6, 77.87, 80.93]"
68,101,black,,491.19,272.81,,"[190, 18, 124]","[33.7, 56.75, 56.75]"
68,78,green,,359.4,262.81,,"[32, 158, 179]","[35.27, 36.36, 45.66]"
68,67,other,,285.25,264.03,,"[258, 158, 223]","[29.69, 38.0, 40.35]"
68,54,other,,520.99,349.36,,"[180, 31, 33]","[5.83, 8.55, 10.53]"
68,33,referee,,511.41,344.98,,"[31, 180, 54]","[2.02, 4.72, 10.53]"
68,32,green,,356.91,227.63,,"[215, 78, 253]","[20.75, 35.27, 41.2]"
68,31,referee,,513.08,346.11,,"[33, 180, 54]","[2.02, 2.81, 8.55]"
68,19,other,,311.25,303.71,,"[258, 158, 135]","[19.15, 39.41, 46.18]"
68,18,black,,524.43,318.8,,"[180, 33, 31]","[29.1, 29.24, 29.57]"
68,16,green,,265.3,178.26,,"[232, 218, 167]","[18.99, 47.37, 61.79]"
69,263,green,,393.96,238.32,,"[219, 32, 78]","[11.53, 39.51, 44.6]"
69,258,black,,293.17,293.34,,"[19, 67, 158]","[18.98, 31.69, 38.75]"
69,254,green,,128.27,147.63,,"[232, 16, 249]","[137.98, 138.22, 176.6]"
69,253,other,,378.19,193.08,,"[215, 160, 32]","[20.93, 26.01, 41.03]"
69,249,other,,291.96,213.9,,"[223, 232, 16]","[17.37, 38.76, 45.58]"
69,236,green,,448.44,202.19,,"[140, 124, 219]","[26.35, 28.14, 55.67]"
69,232,other,,257.27,196.62,,"[16, 249, 223]","[18.75, 38.76, 54.47]"
69,223,black,,301.49,228.43,,"[249, 67, 158]","[17.37, 40.79, 42.78]"
69,219,black,,405.46,237.58,,"[263, 124, 179]","[11.53, 46.87, 49.9]"
69,215,other,,362.16,206.52,,"[253, 32, 263]","[20.93, 21.93, 44.97]"
69,190,black,,456.67,284.34,,"[101, 124, 179]","[35.44, 54.42, 60.39]"
69,180,referee,,517.1,346.79,,"[54, 33, 18]","[4.99, 6.2, 27.36]"
69,179,black,,396.33,286.63,,"[78, 263, 219]","[46.41, 48.37, 49.9]"
69,167,green,,315.35,143.61,,"[16, 249, 215]","[63.1, 74.08, 78.41]"
69,160,green,,395.41,173.58,,"[253, 140, 215]","[26.01, 35.27, 46.81]"
69,158,other,,321.08,266.46,,"[78, 258, 19]","[35.7, 38.75, 38.85]"
69,156,black,,573.06,337.45,,"[18, 54, 180]","[51.55, 53.01, 56.73]"
69,140,other,,428.97,184.43,,"[236, 160, 124]","[26.35, 35.27, 51.06]"
69,135,green,,277.92,338.59,,"[19, 258, 67]","[47.05, 47.75, 74.75]"
69,124,black,,451.74,230.14,,"[236, 219, 140]","[28.14, 46.87, 51.06]"
69,110,green,,384.46,336.62,,"[179, 78, 19]","[51.38, 79.04, 82.22]"
69,101,black,,490.15,272.68,,"[190, 124, 18]","[35.44, 57.32, 58.76]"
69,78,green,,356.58,262.66,,"[32, 158, 263]","[35.12, 35.7, 44.6]"
69,67,other,,281.38,263.92,,"[258, 158, 223]","[31.69, 39.78, 40.79]"
69,54,other,,521.4,349.32,,"[180, 33, 18]","[4.99, 11.09, 29.05]"
69,33,referee,,511.1,345.21,,"[180, 54, 18]","[6.2, 11.09, 28.13]"
69,32,other,,355.94,227.55,,"[215, 78, 263]","[21.93, 35.12, 39.51]"
69,19,green,,309.22,303.46,,"[258, 158, 135]","[18.98, 38.85, 47.05]"
69,18,black,,524.41,320.42,,"[180, 33, 54]","[27.36, 28.13, 29.05]"
69,16,green,,262.95,178.75,,"[232, 249, 223]","[18.75, 45.58, 62.87]"
70,263,green,,391.14,237.32,,"[219, 32, 215]","[13.17, 37.34, 41.23]"
70,258,other,,288.84,293.48,,"[19, 67, 158]","[21.19, 30.89, 40.08]"
70,254,green,,130.05,147.96,,"[232, 16, 249]","[134.23, 134.79, 174.88]"
70,253,other,,377.53,192.83,,"[215, 160, 32]","[20.61, 25.78, 41.11]"
70,249,other,,292.15,213.59,,"[223, 232, 16]","[17.34, 40.76, 46.53]"
70,236,other,,444.24,202.2,,"[140, 124, 219]","[23.96, 29.26, 53.17]"
70,232,other,,255.41,195.95,,"[16, 249, 223]","[18.14, 40.76, 55.55]"
70,223,black,,300.03,229.04,,"[249, 67, 158]","[17.34, 41.61, 42.43]"
70,219,black,,404.31,237.3,,"[263, 124, 179]","[13.17, 47.2, 49.42]"
70,215,other,,362.86,207.31,,"[253, 32, 263]","[20.61, 21.45, 41.23]"
70,190,black,,454.85,285.09,,"[101, 124, 179]","[35.79, 54.56, 60.08]"
70,180,referee,,517.3,346.41,,"[54, 33, 18]","[5.26, 5.84, 25.57]"
70,179,black,,394.77,285.79,,"[78, 263, 219]","[46.4, 48.61, 49.42]"
70,167,green,,314.06,143.5,,"[16, 249, 232]","[63.49, 73.43, 78.68]"
70,160,green,,394.9,173.79,,"[253, 140, 215]","[25.78, 34.61, 46.37]"
70,158,other,,318.94,267.02,,"[78, 19, 258]","[35.88, 37.87, 40.08]"
70,156,black,,572.8,337.63,,"[18, 54, 180]","[51.04, 52.09, 56.19]"
70,140,green,,427.69,184.86,,"[236, 160, 253]","[23.96, 34.61, 50.8]"
70,135,green,,275.08,338.5,,"[258, 19, 67]","[47.08, 48.07, 74.1]"
70,124,black,,451.03,230.66,,"[236, 219, 140]","[29.26, 47.2, 51.4]"
70,110,black,,384.16,336.94,,"[179, 78, 19]","[52.24, 79.96, 83.6]"
70,101,black,,488.64,273.3,,"[190, 124, 18]","[35.79, 56.85, 60.2]"
70,78,green,,354.55,262.66,,"[32, 158, 263]","[35.34, 35.88, 44.51]"
70,67,other,,278.22,264.47,,"[258, 158, 223]","[30.89, 40.8, 41.61]"
70,54,other,,521.94,348.88,,"[180, 33, 18]","[5.26, 11.04, 27.16]"
70,33,referee,,511.69,344.8,,"[180, 54, 18]","[5.84, 11.04, 26.2]"
70,32,other,,355.16,227.33,,"[215, 78, 263]","[21.45, 35.34, 37.34]"
70,19,other,,307.68,303.18,,"[258, 158, 135]","[21.19, 37.87, 48.07]"
70,18,black,,524.28,321.82,,"[180, 33, 54]","[25.57, 26.2, 27.16]"
70,16,green,,261.27,178.79,,"[232, 249, 223]","[18.14, 46.53, 63.46]"
71,263,green,,388.59,237.11,,"[219, 32, 215]","[14.31, 35.51, 37.39]"
71,258,other,,285.32,293.89,,"[19, 67, 158]","[22.77, 29.1, 41.49]"
71,254,green,,131.55,148.67,,"[185, 16, 232]","[130.8, 131.28, 132.66]"
71,253,other,,377.12,192.67,,"[215, 160, 32]","[21.2, 25.59, 41.86]"
71,236,other,,440.52,202.57,,"[140, 124, 219]","[22.72, 30.21, 51.08]"
71,232,other,,255.28,196.51,,"[185, 16, 223]","[16.75, 19.1, 52.62]"
71,223,black,,297.77,227.56,,"[158, 67, 232]","[44.62, 45.01, 52.62]"
71,219,black,,402.9,237.13,,"[263, 124, 215]","[14.31, 47.67, 48.11]"
71,215,other,,363.77,209.14,,"[32, 253, 263]","[20.9, 21.2, 37.39]"
71,190,black,,453.3,285.67,,"[101, 124, 179]","[36.05, 54.57, 59.84]"
71,185,black,,258.53,180.08,,"[16, 232, 223]","[2.41, 16.75, 61.6]"
71,180,referee,,517.21,345.92,,"[54, 33, 18]","[4.2, 4.98, 24.13]"
71,179,black,,393.46,286.29,,"[78, 263, 219]","[47.61, 49.42, 50.06]"
71,167,green,,312.88,143.45,,"[16, 185, 232]","[63.49, 65.54, 78.31]"
71,160,green,,394.52,173.9,,"[253, 140, 215]","[25.59, 33.28, 46.77]"
71,158,other,,317.43,267.61,,"[78, 19, 258]","[35.41, 37.22, 41.49]"
71,156,black,,573.38,337.78,,"[18, 54, 180]","[51.3, 53.58, 56.76]"
71,140,other,,425.81,185.25,,"[236, 160, 253]","[22.72, 33.28, 49.25]"
71,135,green,,272.79,339.09,,"[258, 19, 67]","[46.91, 49.09, 72.57]"
71,124,black,,450.2,231.18,,"[236, 219, 140]","[30.21, 47.67, 52.01]"
71,110,black,,384.35,337.2,,"[179, 78, 19]","[51.72, 81.55, 85.32]"
71,101,black,,487.48,274.22,,"[190, 124, 18]","[36.05, 56.94, 61.0]"
71,78,green,,352.42,262.16,,"[32, 158, 263]","[34.44, 35.41, 44.0]"
71,67,other,,275.3,266.56,,"[258, 158, 223]","[29.1, 42.14, 45.01]"
71,54,other,,520.8,348.11,,"[180, 33, 18]","[4.2, 9.07, 25.49]"
71,33,referee,,512.37,344.76,,"[180, 54, 18]","[4.98, 9.07, 24.94]"
71,32,other,,354.33,227.78,,"[215, 78, 263]","[20.9, 34.44, 35.51]"
71,19,other,,306.15,303.08,,"[258, 158, 67]","[22.77, 37.22, 47.8]"
71,18,black,,524.3,322.85,,"[180, 33, 54]","[24.13, 24.94, 25.49]"
71,16,green,,259.54,177.89,,"[185, 232, 223]","[2.41, 19.1, 62.68]"
72,263,green,,385.84,237.41,,"[219, 32, 215]","[15.72, 33.49, 36.14]"
72,258,other,,281.36,293.3,,"[67, 19, 158]","[25.48, 25.85, 42.85]"
72,254,green,,133.37,149.86,,"[185, 16, 232]","[126.45, 127.91, 129.69]"
72,253,other,,376.67,193.05,,"[215, 160, 32]","[19.67, 25.88, 42.15]"
72,236,green,,437.75,202.47,,"[140, 124, 219]","[21.95, 31.72, 50.04]"
72,232,other,,254.39,196.47,,"[16, 185, 223]","[18.71, 18.72, 51.8]"
72,223,black,,296.05,227.25,,"[158, 67, 232]","[45.33, 46.79, 51.8]"
72,219,black,,401.55,237.02,,"[263, 215, 124]","[15.72, 46.98, 48.21]"
72,215,other,,364.33,208.37,,"[253, 32, 263]","[19.67, 22.66, 36.14]"
72,190,black,,452.38,285.66,,"[101, 124, 179]","[35.99, 53.8, 61.02]"
72,185,green,,256.67,177.89,,"[16, 232, 223]","[1.46, 18.72, 63.14]"
72,180,referee,,517.34,345.94,,"[31, 54, 18]","[3.8, 4.09, 23.78]"
72,179,black,,391.37,287.05,,"[78, 263, 110]","[47.74, 49.95, 50.67]"
72,167,green,,311.76,143.1,,"[16, 185, 232]","[64.07, 65.15, 78.35]"
72,160,green,,394.23,174.04,,"[253, 140, 215]","[25.88, 32.08, 45.52]"
72,158,other,,315.94,267.98,,"[78, 19, 67]","[34.73, 36.99, 41.46]"
72,156,black,,573.39,338.28,,"[18, 54, 180]","[50.91, 54.31, 56.57]"
72,140,other,,424.34,185.09,,"[236, 160, 253]","[21.95, 32.08, 48.33]"
72,135,green,,271.5,339.23,,"[258, 19, 67]","[46.98, 49.19, 70.53]"
72,124,black,,449.49,231.94,,"[236, 219, 140]","[31.72, 48.21, 53.17]"
72,110,black,,384.94,337.31,,"[179, 78, 190]","[50.67, 82.21, 84.94]"
72,101,black,,486.79,275.12,,"[190, 124, 18]","[35.99, 57.06, 61.35]"
72,78,green,,350.27,262.76,,"[32, 158, 263]","[34.59, 34.73, 43.68]"
72,67,other,,274.48,268.77,,"[258, 158, 19]","[25.48, 41.46, 46.26]"
72,54,other,,520.14,348.93,,"[180, 31, 18]","[4.09, 7.17, 26.0]"
72,32,other,,353.6,228.33,,"[215, 263, 78]","[22.66, 33.49, 34.59]"
72,31,referee,,513.54,346.12,,"[180, 54, 18]","[3.8, 7.17, 25.37]"
72,19,other,,305.17,303.38,,"[258, 158, 67]","[25.85, 36.99, 46.26]"
72,18,black,,524.72,323.34,,"[180, 31, 54]","[23.78, 25.37, 26.0]"
72,16,green,,258.12,178.13,,"[185, 232, 223]","[1.46, 18.71, 62.06]"
73,263,green,,384.04,237.97,,"[219, 32, 215]","[16.49, 32.66, 35.96]"
73,258,other,,277.31,293.31,,"[67, 19, 158]","[22.54, 28.57, 45.58]"
73,254,other,,134.61,151.28,,"[16, 232, 185]","[125.2, 126.44, 126.66]"
73,253,other,,376.34,193.84,,"[215, 160, 32]","[18.24, 26.38, 42.19]"
73,236,other,,435.49,202.24,,"[140, 124, 219]","[20.99, 32.44, 49.53]"
73,232,other,,252.81,196.17,,"[185, 16, 223]","[13.39, 17.78, 52.22]"
73,223,black,,294.46,227.66,,"[158, 67, 232]","[44.86, 48.64, 52.22]"
73,219,black,,400.52,237.32,,"[263, 215, 124]","[16.49, 46.57, 48.53]"
73,215,other,,364.54,207.76,,"[253, 32, 263]","[18.24, 24.13, 35.96]"
73,190,black,,451.63,285.58,,"[101, 124, 179]","[35.83, 53.8, 62.17]"
73,185,green,,257.11,183.48,,"[16, 232, 223]","[4.67, 13.39, 57.85]"
73,180,referee,,516.98,345.46,,"[18, 156, 101]","[24.25, 56.63, 76.13]"
73,179,black,,389.48,287.16,,"[78, 89, 263]","[47.73, 48.28, 49.5]"
73,167,green,,311.2,143.15,,"[16, 185, 232]","[65.1, 67.47, 78.87]"
73,160,green,,394.19,174.42,,"[253, 140, 215]","[26.38, 31.07, 44.61]"
73,158,other,,314.93,267.58,,"[89, 78, 19]","[33.78, 33.86, 38.34]"
73,156,black,,573.21,338.67,,"[18, 180, 101]","[50.42, 56.63, 107.37]"
73,140,green,,423.36,185.11,,"[236, 160, 253]","[20.99, 31.07, 47.82]"
73,135,other,,270.35,339.37,,"[258, 19, 67]","[46.58, 48.45, 68.2]"
73,124,black,,448.74,231.85,,"[236, 219, 140]","[32.44, 48.53, 53.19]"
73,110,black,,385.41,337.88,,"[179, 78, 190]","[50.88, 83.7, 84.39]"
73,101,black,,486.12,275.86,,"[190, 124, 18]","[35.83, 57.74, 61.12]"
73,89,green,,348.25,262.04,,"[78, 32, 158]","[0.77, 33.55, 33.78]"
73,78,green,,348.45,262.78,,"[89, 158, 32]","[0.77, 33.86, 34.26]"
73,67,other,,272.81,271.22,,"[258, 158, 19]","[22.54, 42.28, 45.22]"
73,32,other,,352.7,228.78,,"[215, 263, 89]","[24.13, 32.66, 33.55]"
73,19,other,,303.71,304.23,,"[258, 158, 67]","[28.57, 38.34, 45.22]"
73,18,black,,525.38,322.7,,"[180, 156, 101]","[24.25, 50.42, 61.12]"
73,16,green,,256.75,178.83,,"[185, 232, 223]","[4.67, 17.78, 61.7]"
74,263,green,,382.01,237.18,,"[219, 32, 215]","[17.64, 31.34, 34.2]"
74,258,other,,274.17,292.95,,"[67, 19, 158]","[27.05, 30.39, 46.45]"
74,254,green,,137.93,152.03,,"[16, 185, 232]","[120.53, 122.68, 123.76]"
74,253,other,,376.12,193.98,,"[215, 160, 32]","[17.67, 26.25, 42.16]"
74,236,other,,433.24,202.38,,"[140, 124, 160]","[17.39, 32.76, 48.06]"
74,232,other,,253.63,195.97,,"[185, 16, 223]","[9.42, 14.82, 51.16]"
74,223,black,,293.42,228.12,,"[158, 67, 232]","[44.67, 44.91, 51.16]"
74,219,black,,399.64,237.38,,"[263, 215, 236]","[17.64, 45.79, 48.52]"
74,215,other,,364.86,207.6,,"[253, 32, 263]","[17.67, 24.58, 34.2]"
74,190,black,,451.09,285.34,,"[101, 124, 179]","[35.79, 53.92, 63.17]"
74,185,green,,255.6,186.76,,"[16, 232, 223]","[5.6, 9.42, 56.05]"
74,179,black,,387.96,287.21,,"[78, 89, 263]","[49.15, 49.8, 50.38]"
74,167,green,,310.75,143.2,,"[16, 185, 232]","[67.57, 70.28, 77.76]"
74,160,green,,393.94,174.71,,"[253, 140, 215]","[26.25, 32.5, 43.9]"
74,158,other,,313.41,268.07,,"[89, 78, 19]","[33.15, 33.47, 38.81]"
74,156,black,,573.83,339.32,,"[18, 101, 190]","[50.02, 107.93, 134.08]"
74,140,black,,423.67,187.85,,"[236, 160, 253]","[17.39, 32.5, 47.95]"
74,135,other,,268.82,339.73,,"[258, 19, 67]","[47.09, 47.91, 73.47]"
74,124,black,,448.25,231.49,,"[236, 219, 140]","[32.76, 48.96, 50.09]"
74,110,black,,385.63,337.84,,"[179, 190, 78]","[50.69, 83.92, 86.11]"
74,101,black,,485.85,276.8,,"[190, 124, 18]","[35.79, 58.87, 61.44]"
74,89,green,,345.75,260.78,,"[78, 32, 158]","[0.68, 32.87, 33.15]"
74,78,green,,346.18,261.3,,"[89, 32, 158]","[0.68, 33.31, 33.47]"
74,67,other,,269.71,266.26,,"[258, 158, 223]","[27.05, 43.74, 44.91]"
74,32,other,,351.9,228.49,,"[215, 263, 89]","[24.58, 31.34, 32.87]"
74,19,other,,302.0,305.17,,"[258, 158, 135]","[30.39, 38.81, 47.91]"
74,18,black,,526.63,322.76,,"[156, 101, 190]","[50.02, 61.44, 84.29]"
74,16,green,,254.87,181.21,,"[185, 232, 223]","[5.6, 14.82, 60.72]"
75,263,green,,379.91,238.85,,"[219, 32, 215]","[18.91, 30.39, 34.96]"
75,258,other,,270.33,292.87,,"[67, 19, 135]","[29.05, 33.23, 47.26]"
75,254,other,,140.23,152.2,,"[16, 185, 67]","[116.68, 120.31, 168.26]"
75,253,other,,375.96,194.04,,"[215, 160, 32]","[16.85, 25.74, 42.21]"
75,249,other,,296.77,215.05,,"[223, 185, 16]","[15.24, 49.36, 55.36]"
75,236,other,,430.46,202.65,,"[140, 124, 160]","[18.76, 33.84, 45.56]"
75,223,black,,292.45,229.67,,"[249, 67, 158]","[15.24, 43.59, 43.59]"
